 13230911237 	 2344644232 	 480674871 	 168606328 	 3085663908 	 0 	 1293785738 	 1360008363 	 2303323 	 0 	 29878406 	 253059211 	 563953182 	 182901292 	 0 	 176804507 	 0 	 1026186714 	 0 	 2044974386 	 0 	 0 	 162998004 
 15315965229 	 2691021647 	 465921989 	 208551158 	 3632509840 	 0 	 1545231914 	 1701441650 	 2066209 	 0 	 33911426 	 296095526 	 652729391 	 204272332 	 0 	 216960422 	 0 	 1254267442 	 0 	 2151851437 	 0 	 0 	 198037437 
 17394685345 	 3041240598 	 532305747 	 272303577 	 4053708647 	 0 	 1818439902 	 2147928792 	 2639753 	 0 	 37885553 	 354308579 	 697151775 	 239666292 	 0 	 294651318 	 0 	 1252549529 	 0 	 2254841096 	 0 	 0 	 327166876 
 18405680827 	 3319483688 	 577067935 	 224944320 	 4257327918 	 0 	 2054012317 	 2259330181 	 2797314 	 0 	 47203683 	 377306643 	 731470960 	 267703826 	 0 	 360647554 	 0 	 1279424774 	 0 	 2236489334 	 0 	 0 	 339699339 
 17149712026 	 2479829135 	 640660548 	 240689915 	 3388475193 	 0 	 2174871379 	 2639177345 	 2679326 	 0 	 48193947 	 336704244 	 752324686 	 301355667 	 0 	 329368544 	 0 	 1199291470 	 0 	 2267576344 	 0 	 0 	 278185002 
 18586100844 	 3065410709 	 669908313 	 237393200 	 4326677196 	 0 	 1936391986 	 2548180824 	 4343434 	 0 	 45591654 	 346725252 	 785013238 	 316112084 	 0 	 393596681 	 0 	 1242088227 	 0 	 2088244397 	 0 	 0 	 504383043 
 20600603157 	 3148197277 	 727832715 	 241210178 	 4527575209 	 0 	 2007008077 	 3426467202 	 3190521 	 0 	 51241527 	 396262213 	 815419979 	 341382285 	 0 	 565500526 	 0 	 1281702503 	 253836000 	 2250511161 	 0 	 0 	 474372969 
 26669879034 	 3787506193 	 763190189 	 58101202 	 5586669920 	 0 	 1889419957 	 3566530607 	 0 	 1304764 	 44953307 	 435094245 	 851003880 	 350865541 	 3477691781 	 0 	 790850303 	 1364985787 	 541996724 	 2508559931 	 0 	 0 	 565084259 
 31525816239 	 5278225816 	 817549150 	 63302829 	 7504456328 	 0 	 1750720020 	 3897535535 	 0 	 2780439 	 48523757 	 473094279 	 893751448 	 374932207 	 3956507899 	 0 	 1077663465 	 1405679961 	 1063385505 	 2237805532 	 0 	 0 	 584757347 
 33132942858 	 5502868163 	 903397386 	 64974474 	 7549975348 	 0 	 1778302609 	 4558194783 	 0 	 3668594 	 44074158 	 524750089 	 998481964 	 410914593 	 4009287388 	 0 	 895907089 	 1602613332 	 1265787657 	 2384360737 	 0 	 0 	 532002584 
 34201704948 	 5366060687 	 1017804830 	 67672062 	 6715793695 	 0 	 1791985446 	 4913925489 	 0 	 4100874 	 44459841 	 567247092 	 1185276693 	 464795438 	 4083674037 	 0 	 771921717 	 2031605790 	 1750327160 	 2722318076 	 0 	 0 	 592539501 
 35977358998 	 6648964205 	 2587448711 	 70468865 	 6783683411 	 0 	 1902124295 	 5500346493 	 0 	 11499 	 46906379 	 620674464 	 1352548257 	 446415896 	 3840690603 	 0 	 691875119 	 1934049 	 2292514722 	 2447918377 	 0 	 0 	 633182379 
 41293701739 	 7667481900 	 3108975315 	 75010868 	 7949523356 	 0 	 2133765120 	 6214768765 	 0 	 141 	 49328668 	 677362402 	 1606215227 	 516278520 	 4338062202 	 0 	 687825602 	 13732551 	 2709543723 	 2702686011 	 0 	 0 	 668580492 
 43524289072 	 7261465493 	 3755133474 	 76502400 	 7253623050 	 0 	 2369911498 	 7411492043 	 0 	 355 	 51869805 	 731116067 	 1882828410 	 543293281 	 4513926680 	 0 	 864331930 	 5250484 	 3270163325 	 2761009669 	 0 	 0 	 672418672 
 45479732068 	 6916038903 	 4411329536 	 72610507 	 7142906232 	 0 	 2610905304 	 8163037106 	 0 	 126 	 52361169 	 799500445 	 2182788657 	 588490815 	 4864443130 	 0 	 989019545 	 070792 	 3081150058 	 2920402140 	 0 	 0 	 592258423 
 45095789510 	 6643870599 	 4423306047 	 73457474 	 7131372796 	 0 	 2833958736 	 7551943396 	 0 	 42 	 55700814 	 808019026 	 2269232432 	 519216489 	 4794363965 	 0 	 1002264352 	 884971 	 3287072261 	 3010708583 	 0 	 0 	 599628343 
 49159804982 	 6824895019 	 4817329284 	 76211708 	 7370146593 	 0 	 3119510508 	 223428071 	 0 	 0 	 58080004 	 0814884 	 2465271128 	 649608851 	 4871011193 	 0 	 1067457606 	 0815024 	 3169108449 	 2874880889 	 2678932292 	 8145446125 	 654683841 
 52300144494 	 13876535827 	 7616716221 	 0 	 0 	 1242194901 	 6489650298 	 261758662 	 0 	 0 	 5045863 	 0 	 4985532 	 0 	 4966646663 	 0 	 1072213578 	 0 	 0 	 2785028278 	 2960610812 	 9477507617 	 728161782 
 53938064336 	 13802393215 	 8049191392 	 0 	 0 	 1246035429 	 6592536822 	 296583121 	 0 	 0 	 0 	 0 	 2703836 	 0 	 5081445133 	 0 	 1129293225 	 0 	 0 	 2881196144 	 3033521897 	 10260254028 	 679874028 
 53778880641 	 13317603044 	 8265136071 	 0 	 0 	 1311947275 	 6747257418 	 317518883 	 0 	 0 	 0 	 0 	 1540504 	 0 	 5024234553 	 0 	 1041497518 	 0 	 0 	 2782428855 	 3141814479 	 10314721422 	 601106645 
